Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,PTS Scored,PTS Allowed,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF
235,columbia,-6.26,101.1,107.3,68.9,-0.022,-3.35,102.7,106,-4,2017,1162,1162,76.70,67.90,27.00,60.90,8.30,22.60,14.40,19.90,11.40,29.00,16.20,12.50,6.80,3.70,19.50
236,oral roberts,-6.3,104.4,110.7,69.1,-0.077,1.85,106.9,105.1,8.64,2017,1331,1331,85.17,73.67,27.83,58.17,7.67,19.00,21.83,26.33,10.00,26.50,15.83,11.17,5.50,2.83,17.33
237,charlotte,-6.35,103.1,109.5,72.8,0.033,-2.08,103.3,105.4,1.69,2017,1150,1150,81.92,73.33,27.83,58.42,8.42,20.50,17.83,22.75,7.00,26.08,12.67,10.75,6.42,3.92,18.25
238,illinois chicago,-6.4,101.1,107.5,72.1,0.014,-4.16,101.7,105.9,-5.26,2017,1227,1227,80.08,71.62,27.31,58.00,8.46,20.92,17.00,23.46,10.77,29.77,15.62,15.92,5.08,6.85,18.31
239,portland st.,-6.5,104.3,110.8,72.6,-0.057,-6.52,101.9,108.5,-0.17,2017,1340,1340,85.50,75.00,30.33,60.08,8.50,21.83,16.33,23.92,9.00,24.00,16.25,12.00,11.00,3.00,18.17
240,montana st.,-6.51,103.1,109.6,69.3,-0.025,-6.68,103.4,110.1,-2.98,2017,1286,1286,80.23,71.54,26.38,58.15,10.00,25.23,17.46,24.15,9.38,26.31,13.69,11.46,7.23,2.08,20.23
241,tulane,-6.58,102.6,109.2,70.4,-0.075,3.43,105.1,101.6,-1.3,2017,1408,1408,84.17,70.33,28.50,57.17,7.83,22.00,19.33,24.67,9.67,26.17,15.67,14.00,8.00,3.83,22.67
242,cleveland st.,-6.65,96.5,103.1,65.4,-0.09,-1.08,104.9,105.9,4.85,2017,1156,1156,73.50,62.13,26.75,57.25,6.63,19.50,13.38,19.38,11.00,23.75,12.63,11.00,6.63,3.25,17.63
243,south alabama,-6.76,98.7,105.5,69.7,0.012,-2.76,103.7,106.4,-5.95,2017,1375,1375,75.50,67.17,26.17,58.17,8.08,21.25,15.08,21.92,9.75,25.33,14.00,11.50,7.00,4.92,19.75
244,usc upstate,-6.89,104.2,111.1,68.4,0.016,-4.65,103.5,108.2,-1.08,2017,1367,1367,79.85,71.46,28.23,60.54,9.00,24.08,14.38,21.54,11.23,28.92,14.62,11.69,5.77,3.00,16.08
245,little rock,-6.93,98.3,105.2,63.3,0.023,-4.09,103.6,107.7,-7.34,2017,1114,1114,72.62,64.85,25.31,53.46,7.54,17.77,14.46,19.54,9.23,24.92,12.62,13.92,5.85,3.08,17.15
246,pacific,-6.98,99.5,106.5,66.5,-0.003,1.02,105,103.9,-2.65,2017,1334,1334,71.90,62.80,23.60,56.50,6.00,18.00,18.70,25.60,11.20,28.80,12.20,12.50,4.30,2.60,21.60
247,wagner,-7,101,108,62.9,-0.024,-8.95,98.8,107.8,-1.05,2017,1447,1447,69.13,61.60,24.33,55.27,5.47,16.93,15.00,21.00,12.80,27.00,10.87,12.47,4.33,4.27,19.13
248,unlv,-7.01,98.3,105.3,68.4,-0.007,0.96,105.2,104.3,-3.98,2017,1424,1424,80.55,68.45,27.55,61.45,8.55,23.00,16.91,22.91,11.82,30.09,16.91,12.45,6.73,3.00,16.82
249,bowling green,-7.16,100.1,107.2,70,0.01,-1.8,103.9,105.7,-6.1,2017,1132,1132,80.33,71.08,27.42,59.83,7.67,19.75,17.83,25.92,10.50,26.50,13.42,12.83,8.92,2.92,18.42
250,drexel,-7.19,102.9,110.1,70.3,-0.089,-1.26,104.6,105.8,-3.83,2017,1180,1180,81.13,69.00,29.38,61.50,8.00,21.38,14.38,21.63,11.38,28.00,17.00,13.13,7.25,3.75,19.88
251,utsa,-7.25,95.4,102.7,68.1,0.016,-2.61,102.7,105.3,-0.41,2017,1427,1427,66.33,58.33,23.08,57.42,4.67,17.33,15.50,21.58,12.33,28.42,10.58,10.58,5.25,2.08,17.67
252,kennesaw st.,-7.52,102.6,110.1,69.4,0,-4.81,103.6,108.4,-3.58,2017,1244,1244,77.50,70.25,27.83,60.42,6.58,16.17,15.25,21.08,11.50,26.75,16.17,12.17,4.58,3.33,18.50
253,liu brooklyn,-7.52,100.2,107.7,67,0.081,-9.66,98.6,108.3,-5.33,2017,1254,1254,73.89,66.47,25.68,57.21,5.95,16.32,16.58,22.79,13.11,26.53,11.32,14.37,5.79,3.32,20.05
254,st. francis pa,-7.61,102.1,109.7,70.3,-0.001,-7.98,100.1,108,-1.18,2017,1384,1384,79.27,67.40,28.67,58.13,8.00,20.13,13.93,19.53,10.40,28.40,14.60,14.20,7.13,5.20,16.47
255,north florida,-7.64,101.8,109.5,69.9,0.025,-0.46,105.9,106.4,6.82,2017,1316,1316,84.18,74.09,30.36,60.27,10.09,24.09,13.36,20.55,11.73,28.82,15.64,14.82,5.91,4.09,17.55
256,niagara,-7.9,101.4,109.3,69.1,-0.067,-3.63,103,106.6,-4.72,2017,1310,1310,78.80,68.10,27.70,59.10,7.70,18.20,15.70,20.70,11.20,29.60,14.80,13.40,4.50,5.90,16.10
257,tennessee tech,-8.03,98.9,107,68.3,-0.058,-3.33,103.5,106.9,-2.6,2017,1399,1399,79.80,69.80,27.40,57.10,8.30,20.70,16.70,23.20,9.60,26.40,15.50,12.50,6.40,4.10,21.30
258,drake,-8.17,103,111.1,69.7,-0.083,0.96,104,103.1,-3.43,2017,1179,1179,89.67,78.00,30.83,65.00,11.17,26.50,16.83,21.83,11.33,29.83,16.17,11.00,5.83,3.00,18.33
259,milwaukee,-8.37,99.9,108.3,62.5,-0.023,-1.39,104.2,105.6,2.15,2017,1454,1454,70.90,62.50,25.20,53.70,8.10,20.40,12.40,17.30,8.30,26.80,14.70,11.90,5.20,1.70,16.70
260,san diego,-8.38,100,108.4,63.3,0.058,-0.88,104,104.8,-6.68,2017,1360,1360,77.58,69.67,25.08,53.92,10.17,23.25,17.25,23.08,8.33,28.58,14.00,13.00,4.17,1.92,20.67
261,cal st. fullerton,-8.54,97,105.5,68.8,0.021,-8.88,100,108.9,-8.14,2017,1168,1168,76.47,68.20,26.53,56.47,6.67,19.40,16.73,23.13,10.47,26.40,12.93,14.47,7.13,3.53,18.53
262,louisiana monroe,-8.54,98.3,106.8,65,-0.116,-1.53,103.6,105.1,-3.54,2017,1419,1419,75.29,62.71,26.14,54.00,7.00,17.43,16.00,22.14,10.00,26.57,14.14,13.57,6.00,2.00,15.86
263,cornell,-8.67,99.7,108.4,69.7,-0.032,-0.48,105.3,105.8,1.71,2017,1165,1165,77.57,68.71,27.43,55.14,9.00,23.14,13.71,18.14,7.14,28.57,16.71,13.29,5.00,3.14,17.86
264,oregon st.,-8.72,97,105.8,64.6,-0.067,5.87,108.2,102.4,-5.07,2017,1333,1333,71.75,59.75,22.75,49.75,6.00,15.50,20.25,29.50,9.25,29.50,12.50,17.25,8.00,7.00,18.00
265,seattle,-8.75,96,104.7,67.6,-0.023,-4.29,101.6,105.9,-6.58,2017,1370,1370,79.50,67.70,25.30,49.10,9.00,22.10,19.90,26.20,5.50,29.20,18.40,14.80,5.50,2.20,15.50
266,robert morris,-8.77,91.6,100.4,68.8,0.032,-5.36,101.3,106.6,3.99,2017,1352,1352,69.64,63.00,22.79,52.79,5.79,16.57,18.29,27.79,9.79,24.21,10.57,12.93,7.93,3.07,20.36
267,fairleigh dickinson,-8.78,103.1,111.9,69,-0.05,-5.02,100.5,105.6,7.64,2017,1192,1192,76.20,65.50,26.40,55.00,7.60,20.10,15.80,20.30,8.10,24.70,14.60,12.50,8.30,2.30,19.70
268,colgate,-8.85,98.8,107.6,65.1,-0.013,-2.84,102.6,105.4,-1.04,2017,1159,1159,67.89,61.33,23.44,49.89,8.22,21.22,12.78,18.22,6.67,26.22,12.11,14.56,5.33,3.44,16.56
269,hawaii,-8.98,97,106,67.1,-0.012,-8.18,99.2,107.4,-5.89,2017,1218,1218,75.31,65.08,25.38,54.00,7.92,21.08,16.62,22.15,9.00,25.08,16.00,13.92,5.54,2.08,18.62
270,high point,-9.22,98.9,108.1,65.7,-0.004,-6.4,101.1,107.5,-0.27,2017,1219,1219,71.67,62.33,25.25,55.08,6.67,16.17,14.50,18.58,9.67,25.50,13.75,12.50,7.08,3.42,16.67
271,florida atlantic,-9.33,98.6,107.9,68.9,-0.037,-2.7,103.2,105.9,-1.66,2017,1194,1194,77.75,69.00,26.13,57.00,8.25,20.00,17.25,23.50,8.75,28.38,12.50,12.00,5.00,3.25,19.88
272,eastern kentucky,-9.44,98.4,107.9,67.6,0.015,-1.89,104.8,106.7,0.22,2017,1184,1184,79.20,69.90,25.70,54.30,7.40,22.20,20.40,27.20,8.30,26.80,15.30,13.50,6.70,5.20,20.60
273,saint louis,-9.58,95.4,105,63.5,0.082,0.81,105.2,104.4,-5.01,2017,1387,1387,71.67,64.33,23.50,52.83,8.00,21.17,16.67,24.00,9.08,26.75,15.83,11.83,6.25,4.00,19.75
274,appalachian st.,-9.61,99.5,109.2,70.5,-0.039,-0.76,103.9,104.7,-0.49,2017,1111,1111,76.86,67.00,24.86,58.14,9.57,24.43,17.57,24.29,10.43,28.14,16.00,13.29,5.43,3.14,21.29
275,jacksonville,-9.61,102.3,111.9,67.9,0.002,-7.85,102.4,110.3,-9.11,2017,1239,1239,82.23,73.77,27.85,55.38,9.92,22.54,16.62,22.23,8.15,23.31,13.46,11.54,8.46,1.54,18.08
276,fiu,-9.62,102.9,112.5,65,-0.171,-3.96,102,105.9,-4.87,2017,1198,1198,80.80,64.60,29.60,55.80,8.60,18.80,13.00,16.60,10.00,24.80,14.60,12.20,7.80,2.80,17.40
277,brown,-9.84,104.1,114,71.3,0.017,-5.52,101.3,106.8,-9.67,2017,1135,1135,81.36,72.18,25.45,53.82,7.73,20.09,22.73,28.36,9.82,24.82,14.36,15.45,7.73,2.73,20.55
278,campbell,-10.04,100.4,110.4,65.7,0.029,-7.98,101.3,109.3,-5.63,2017,1144,1144,76.79,66.64,25.71,51.57,7.64,18.71,17.71,23.07,6.21,27.50,12.36,12.64,6.43,4.00,17.36
279,miami oh,-10.05,95.9,106,68.6,0.052,-2.31,104.3,106.7,-6.71,2017,1275,1275,75.11,70.67,25.44,55.33,7.67,21.33,16.56,24.11,8.78,26.00,13.11,14.67,7.44,3.89,18.78
280,portland,-10.24,98.7,108.9,65.8,0.011,0.86,105,104.1,-3.81,2017,1339,1339,76.33,67.33,27.11,57.22,8.00,19.56,14.11,20.22,8.89,29.33,12.56,12.11,4.89,3.89,16.67
281,bryant,-10.27,101.7,112,69.1,-0.014,-6.34,100.6,107,3,2017,1136,1136,74.55,67.27,25.09,56.91,7.45,22.18,16.91,22.91,10.82,26.64,14.91,13.09,6.18,2.82,19.45
282,youngstown st.,-10.29,102.6,112.9,71.7,0.077,-2.3,103.2,105.5,-1.84,2017,1464,1464,83.36,78.82,31.00,64.82,8.36,21.36,13.00,18.91,9.55,28.73,16.55,10.73,5.55,2.91,16.82
283,northern colorado,-10.33,96.6,106.9,68.5,-0.027,-4.29,103.9,108.2,8.65,2017,1294,1294,79.56,68.22,28.11,57.67,10.33,25.89,13.00,22.67,10.78,29.11,16.00,13.33,5.56,2.67,18.22
284,cal st. northridge,-10.47,104.1,114.6,72.7,-0.032,-6.13,99.9,106,0.49,2017,1169,1169,81.20,71.10,28.70,56.40,5.20,12.40,18.60,25.50,9.00,29.20,17.20,13.30,6.30,2.80,20.00
285,alcorn st.,-10.5,95.5,106,67.8,0.048,-11.09,98.1,109.2,11.03,2017,1108,1108,73.80,62.93,25.93,55.60,7.47,20.53,14.47,21.40,11.67,25.93,14.00,13.40,6.93,2.93,17.60
286,njit,-10.55,98.7,109.2,67.6,0.029,-3.43,104.6,108.1,-0.42,2017,1312,1312,74.89,70.44,24.67,56.44,7.89,22.56,17.67,22.89,11.67,25.33,13.56,13.44,6.44,3.56,20.44
287,manhattan,-10.64,97,107.6,68.9,0,-2.38,103.6,106,-0.96,2017,1264,1264,75.30,66.20,24.60,53.10,6.80,17.10,19.30,25.10,8.10,27.30,12.60,15.80,8.00,3.80,23.80
288,the citadel,-11.03,105.5,116.5,79.7,0.023,-1.63,104.7,106.3,-2.45,2017,1154,1154,96.22,89.89,31.44,64.22,11.89,29.33,21.44,28.56,9.44,25.33,18.11,12.33,8.33,3.22,20.56
289,austin peay,-11.08,106.2,117.3,70,0.04,-2.03,104.6,106.6,2.82,2017,1122,1122,84.44,79.33,28.67,59.67,8.44,20.44,18.67,26.67,8.89,27.00,12.22,11.44,6.11,2.56,18.11
290,delaware,-11.12,97.3,108.5,64.8,0.089,-0.1,106.4,106.5,-3.17,2017,1174,1174,66.82,61.00,24.00,54.00,5.45,16.27,13.36,19.82,9.73,27.64,12.45,11.64,6.27,3.09,17.09
291,sacramento st.,-11.24,100.9,112.2,65.5,0.045,-5.52,102.8,108.3,1.68,2017,1170,1170,79.55,72.55,28.36,55.91,5.45,14.64,17.36,25.55,10.27,27.09,15.55,12.36,4.82,5.09,17.18
292,south florida,-11.28,96.4,107.7,68.8,-0.021,1.34,104.1,102.8,-7.82,2017,1378,1378,75.57,66.29,26.71,53.86,5.86,15.43,16.29,24.71,9.29,29.29,14.71,14.43,6.43,5.00,17.43
293,northwestern st.,-11.4,101.1,112.5,71.3,0.028,-5.18,101.4,106.6,6.99,2017,1322,1322,80.89,73.11,27.67,56.89,8.22,20.56,17.33,25.11,10.78,27.11,15.56,14.22,5.33,2.33,19.78
294,quinnipiac,-11.44,101.6,113,73.2,0.027,-3.24,102.8,106,-3.67,2017,1346,1346,85.70,77.70,30.30,65.00,7.30,20.30,17.80,24.60,13.50,30.30,16.40,13.10,4.80,4.60,19.40
295,umass lowell,-11.5,104.3,115.8,71.8,-0.036,-6.6,101,107.6,-6.75,2017,1262,1262,81.90,72.30,29.90,60.00,8.20,20.80,13.90,18.80,9.70,27.30,18.30,15.30,5.40,2.10,19.60
296,radford,-11.7,96.1,107.8,64,0.06,-4.34,103.4,107.7,8.3,2017,1347,1347,72.83,65.42,25.00,55.50,9.17,22.92,13.67,19.25,12.08,28.17,13.67,13.50,4.75,5.17,15.42
297,western illinois,-11.75,97.1,108.9,68.8,-0.035,-1.91,105,106.9,-2.98,2017,1442,1442,79.50,70.67,28.83,58.50,11.33,26.67,10.50,14.83,6.17,30.17,16.00,10.17,3.33,4.50,16.83
298,abilene christian,-11.86,97,108.8,65.8,0.049,-5.96,101.7,107.6,1.15,2017,1101,1101,74.33,69.67,24.00,49.56,7.78,18.22,18.56,26.00,7.89,24.44,13.56,15.67,7.33,3.56,21.89
299,norfolk st.,-11.92,94.2,106.1,68.8,0.069,-9.52,99.7,109.2,6.02,2017,1313,1313,78.33,69.73,25.60,56.53,7.40,20.93,19.73,28.67,11.00,31.40,12.93,14.80,5.40,6.33,21.07
300,ut rio grande valley,-12.02,100.9,112.9,73.9,-0.037,-2.8,102,104.8,-3,2017,1410,1410,86.43,74.43,30.86,65.14,10.00,26.43,14.71,19.14,11.14,27.86,18.29,14.86,7.71,3.71,22.00
301,sacred heart,-12.12,97.6,109.7,71.1,0.018,-8.68,99.2,107.9,-5.34,2017,1357,1357,81.23,73.31,27.46,57.15,7.69,18.69,18.62,25.23,11.08,27.92,16.15,15.92,7.62,2.54,18.77
302,detroit,-12.21,102.3,114.5,72.6,0.016,-1.37,103.7,105.1,2.32,2017,1178,1178,88.57,81.00,30.43,58.86,8.86,19.86,18.86,27.14,10.29,23.86,15.86,15.29,8.57,2.57,20.57
303,pepperdine,-12.26,102,114.2,68.5,0.026,1.03,105.6,104.6,-1.67,2017,1337,1337,75.88,68.25,29.00,57.13,6.25,14.00,11.63,18.88,9.88,26.13,15.88,12.38,5.75,3.63,17.88
304,incarnate word,-12.61,101.7,114.3,71.8,0.032,-5.24,101.2,106.5,4.08,2017,1230,1230,80.88,73.88,25.88,52.88,8.50,21.25,20.63,28.88,6.50,26.00,12.75,11.25,5.50,4.13,19.00
305,dartmouth,-12.89,99.2,112.1,67.4,0.032,-3.06,102.4,105.4,-4.48,2017,1171,1171,75.29,71.00,26.71,56.86,10.43,24.43,11.43,16.57,8.86,28.57,15.00,14.00,4.86,2.71,18.57
306,cal poly,-12.93,100.1,113,65.3,0.013,-4.19,100.7,104.9,2.74,2017,1142,1142,76.11,67.33,26.00,55.78,9.78,24.33,14.33,19.56,8.56,24.78,11.78,11.89,5.56,4.33,19.22
307,american,-12.94,95.2,108.1,64.3,-0.017,-4.21,101.6,105.8,-4.47,2017,1110,1110,66.50,58.63,24.75,49.50,5.13,13.50,11.88,21.00,7.25,26.50,13.13,14.13,8.63,3.50,17.75
308,central arkansas,-13.47,104,117.5,71.1,-0.014,-3.28,103.1,106.3,6.65,2017,1146,1146,85.38,76.75,28.63,57.75,9.25,20.00,18.88,24.50,9.63,30.38,18.63,15.25,4.88,3.25,17.63
309,charleston southern,-13.49,103.2,116.7,68.2,0.007,-5.98,101,107,3.84,2017,1149,1149,74.33,67.00,26.44,59.22,7.78,22.11,13.67,19.78,11.44,24.22,12.56,9.33,5.78,2.78,18.00
310,hampton,-13.54,93.4,106.9,68.6,0.018,-10.05,99.1,109.1,1.7,2017,1214,1214,78.92,69.42,27.75,62.50,8.17,21.42,15.25,20.17,12.58,27.83,13.92,13.33,4.67,3.83,20.25
311,uc riverside,-13.63,92.3,105.9,67.9,-0.055,-4.78,101.4,106.2,1.84,2017,1415,1415,68.33,58.17,24.67,52.17,6.00,16.00,13.00,19.00,8.67,27.83,13.83,15.00,6.00,1.50,17.17
312,marist,-13.63,100.7,114.3,66.9,0.013,-1.94,104.2,106.1,-0.37,2017,1265,1265,82.63,75.75,27.88,56.50,9.25,23.13,17.63,25.50,7.63,26.75,13.00,12.88,5.13,3.38,20.63
313,prairie view a&m,-13.64,98,111.6,67.6,-0.017,-8.65,99.4,108.1,11.49,2017,1341,1341,76.18,64.64,26.18,53.91,8.27,20.64,15.55,21.27,8.82,22.73,14.00,12.36,8.82,3.91,17.73
314,binghamton,-13.77,96.3,110,65.9,-0.009,-5.33,102.2,107.5,-4.69,2017,1127,1127,72.78,63.56,25.33,54.33,9.22,20.89,12.89,18.44,7.89,26.67,14.33,12.56,4.78,2.11,16.44
315,nicholls st.,-13.77,100.4,114.2,69.4,0.089,-3.88,103,106.9,7.91,2017,1311,1311,81.30,75.40,26.70,56.70,9.10,23.60,18.80,24.30,9.70,25.50,15.80,15.10,8.20,7.40,16.90
316,mcneese st.,-14.01,96.3,110.3,69.9,-0.057,-3.42,103.2,106.6,7.94,2017,1270,1270,77.40,68.00,27.40,58.20,7.20,16.20,15.40,23.60,10.00,28.40,12.00,11.60,6.20,2.40,18.40
317,savannah st.,-14.14,100.6,114.7,81,0.054,-10.1,98.8,108.9,6.75,2017,1366,1366,89.36,81.36,30.73,70.18,13.00,39.36,14.91,21.64,13.91,28.27,17.18,12.55,7.55,3.18,17.55
318,siu edwardsville,-14.15,95,109.2,69.2,-0.041,-3.04,104.2,107.2,-0.01,2017,1188,1188,72.20,63.40,24.20,56.20,5.60,14.40,18.20,27.00,12.20,29.00,9.60,14.60,6.20,3.60,21.60
319,stetson,-14.45,100.9,115.4,72.4,-0.002,-5.23,102.8,108,-5.51,2017,1391,1391,84.50,74.50,30.25,60.63,9.25,23.50,14.75,21.13,7.50,28.25,16.25,11.38,5.63,2.63,17.63
320,north texas,-14.52,96.3,110.8,70.2,-0.08,-4.66,101.5,106.2,-8.18,2017,1317,1317,76.33,65.17,26.00,55.67,7.17,19.00,17.17,22.83,9.33,27.67,12.33,12.50,7.17,3.50,16.67
321,maryland eastern shore,-14.83,97.8,112.7,68.5,0.039,-7.48,100.7,108.2,8.64,2017,1271,1271,80.92,72.92,27.00,56.08,9.17,22.33,17.75,26.00,9.00,25.25,15.58,12.50,4.83,3.08,17.33
322,western carolina,-15.11,90,105.1,66.8,0.027,1.01,106.6,105.6,5.83,2017,1441,1441,74.14,67.14,25.86,55.29,6.57,15.86,15.86,23.29,11.00,27.29,13.29,15.57,6.71,2.57,22.86
323,northern arizona,-15.28,95.1,110.4,69.2,-0.016,-6.17,101.9,108.1,-3.31,2017,1319,1319,72.38,64.63,25.25,56.13,6.25,19.25,15.63,21.50,13.13,30.88,15.63,16.13,4.75,2.00,16.13
324,morgan st.,-15.47,91.2,106.6,67.7,0.038,-12.66,98.1,110.7,-3.2,2017,1288,1288,74.15,65.62,25.08,60.15,5.92,17.62,18.08,25.62,15.08,27.69,11.85,14.08,6.00,2.54,19.38
325,southern miss,-15.52,93,108.5,65.5,-0.032,-3.41,102.3,105.7,-3.6,2017,1379,1379,74.86,62.71,26.00,55.57,7.43,19.71,15.43,21.14,8.14,29.43,14.00,10.29,5.86,2.86,15.43
326,southern,-15.7,97.9,113.6,68.5,0.038,-12.49,96.7,109.2,1.38,2017,1380,1380,75.85,68.92,25.23,53.08,5.62,14.77,19.77,28.54,11.38,28.15,12.00,13.23,5.31,4.77,18.69
327,grambling st.,-16.24,96.5,112.7,67.1,0.049,-12.33,97.5,109.9,-0.83,2017,1212,1212,73.62,65.38,24.85,54.77,6.00,17.23,17.92,25.92,12.31,21.62,12.85,12.00,8.85,1.92,18.92
328,vmi,-16.27,97.6,113.8,69.1,-0.034,-0.28,105.6,105.8,0.51,2017,1440,1440,87.00,75.75,29.50,58.50,10.50,26.75,17.50,22.50,8.50,24.00,13.25,11.50,7.50,4.00,20.75
329,jackson st.,-16.36,92.8,109.1,64.3,0.032,-11.84,98.1,109.9,2.06,2017,1238,1238,69.92,60.92,23.00,53.58,7.33,20.83,16.58,24.50,10.42,25.00,10.92,10.75,6.92,2.67,19.00
330,lafayette,-16.79,96.6,113.3,69.3,0.059,-3.76,100.9,104.7,-3.93,2017,1248,1248,74.50,68.50,26.00,54.25,7.25,19.75,15.25,19.13,6.25,28.38,14.13,13.63,5.75,3.50,16.88
331,uc santa barbara,-17.84,91.3,109.2,64.1,0.009,-2.9,102.4,105.3,6.96,2017,1364,1364,60.20,54.40,20.80,54.40,5.00,14.20,13.60,20.40,11.80,28.00,11.20,10.80,5.20,2.00,14.20
332,idaho st.,-17.91,97.9,115.8,68.9,-0.053,-2.67,104.3,107,4.84,2017,1226,1226,83.75,71.75,27.75,53.00,10.00,22.25,18.25,28.25,6.00,23.75,13.25,12.00,10.00,4.00,19.25
333,southern utah,-18.33,101.3,119.7,71.4,-0.014,-5.16,102.2,107.4,-1.35,2017,1381,1381,91.00,82.25,29.00,62.25,11.25,27.00,21.75,29.25,8.75,32.00,12.00,11.75,7.00,3.50,25.75
334,hartford,-18.41,92.5,110.9,68.5,0.073,-5.68,101.9,107.6,-6.59,2017,1216,1216,74.22,68.22,24.33,53.22,9.44,25.11,16.11,22.00,7.00,27.00,13.56,14.67,8.44,4.33,17.56
335,chicago st.,-18.6,92.3,110.9,67.1,-0.009,2.04,104.9,102.9,5.59,2017,1152,1152,75.67,67.33,26.33,60.00,9.00,19.33,14.00,18.67,11.00,26.00,13.33,9.33,5.33,1.67,22.00
336,south carolina st.,-19.47,99,118.5,68.3,0.067,-6.44,100.6,107.1,16.17,2017,1354,1354,75.44,69.44,26.56,58.00,6.11,18.33,16.22,21.78,10.56,24.67,14.33,12.67,5.22,1.89,18.33
337,maine,-19.62,91.1,110.7,68,0.005,-3.76,103.4,107.2,-2.96,2017,1263,1263,67.50,60.33,24.67,58.67,7.17,20.83,11.00,17.50,11.33,28.17,12.67,11.67,7.17,2.00,16.67
338,howard,-19.79,90.4,110.2,68.1,-0.022,-7.93,100.6,108.5,8.33,2017,1224,1224,75.38,63.75,23.50,52.88,5.38,16.63,23.00,32.25,10.88,27.50,11.88,12.88,6.00,3.88,18.25
339,delaware st.,-20.1,94.2,114.3,65.8,0.007,-9.05,100.4,109.5,3.33,2017,1175,1175,71.88,64.75,25.63,56.13,9.00,22.38,11.63,16.75,10.63,24.50,14.25,13.25,6.38,3.00,17.38
340,bethune cookman,-20.45,95,115.4,68.3,-0.011,-11.77,98.5,110.3,-2.61,2017,1126,1126,72.00,66.50,24.63,56.38,7.88,21.50,14.88,19.00,10.00,25.00,14.13,10.88,7.88,3.25,19.63
341,central connecticut,-20.99,93,113.9,64.9,-0.023,-8.26,99.3,107.6,-4.07,2017,1148,1148,69.67,60.17,26.67,57.17,7.17,15.17,9.17,15.67,11.67,28.17,14.33,15.17,5.17,2.83,17.17
342,alabama st.,-21.65,91.1,112.8,68.4,-0.007,-9.97,99,109,2.65,2017,1106,1106,75.71,68.00,25.14,57.71,7.00,21.71,18.43,28.29,13.43,28.29,11.43,14.43,4.86,3.57,19.43
343,coppin st.,-21.99,93.6,115.6,68.8,0.002,-7.35,100.5,107.9,7.37,2017,1164,1164,78.57,72.43,26.86,56.86,7.86,21.57,17.00,23.57,9.86,25.71,15.71,11.86,6.00,3.00,17.71
344,mississippi valley st.,-22.54,95.8,118.3,71.3,0.025,-6.99,100.3,107.3,11.61,2017,1290,1290,81.43,75.14,29.43,58.43,6.00,14.00,16.57,23.57,11.29,26.29,14.29,16.00,6.71,0.71,22.14
345,florida a&m,-22.61,93.6,116.2,69.3,-0.085,-13.29,97.6,110.8,-4.68,2017,1197,1197,73.40,65.20,23.60,52.00,7.40,17.60,18.80,25.20,8.80,26.60,13.80,12.40,5.40,1.80,15.80
346,st. francis ny,-24.13,87.9,112.1,67.2,-0.037,-7.12,100.7,107.8,-1.44,2017,1383,1383,87.67,81.67,28.33,64.67,10.67,32.00,20.33,30.00,14.33,25.33,13.67,11.67,6.67,4.00,24.67
347,longwood,-25.15,92.2,117.3,70.5,0.017,-5.8,101.5,107.3,-0.55,2017,1255,1255,76.00,72.00,27.50,53.50,8.75,19.25,12.25,16.50,7.25,25.25,13.25,15.75,6.75,4.50,17.50
348,arkansas pine bluff,-25.28,85.7,111,67.6,-0.01,-9.35,100.4,109.7,2.79,2017,1115,1115,76.83,66.17,27.17,56.83,8.83,20.17,13.67,19.50,10.50,23.50,13.00,15.83,10.00,2.67,18.33
349,north carolina a&t,-27.71,95.4,123.1,62.8,-0.086,-9.4,98.7,108.1,0.08,2017,1299,1299,68.00,63.00,25.00,57.00,4.00,14.00,14.00,19.00,12.00,26.00,7.00,5.00,2.00,0.00,20.00
350,presbyterian,-29.2,88.9,118.1,64.1,0.018,-4.36,102.8,107.1,2.25,2017,1342,1342,73.67,66.67,26.67,56.00,4.33,13.67,16.00,25.33,10.00,25.33,11.00,11.33,8.67,1.00,16.33
351,alabama a&m,-30.34,91.4,121.8,64.3,-0.075,-10.15,98.7,108.9,1.08,2017,1105,1105,83.00,75.00,27.50,53.00,10.50,19.50,17.50,23.00,11.50,30.00,14.50,20.00,1.50,2.50,22.00
1,villanova,33.76,127.8,94,68.7,-0.018,11.31,111.3,100,3.98,2018,1437,1437,87.93,68.83,31.10,60.97,11.77,28.27,13.97,18.07,9.57,26.27,17.17,10.37,6.87,4.03,15.30
2,virginia,29.53,115.2,85.6,59.4,0.048,9.24,110,100.7,-0.08,2018,1438,1438,68.00,52.68,25.32,54.23,7.19,18.13,10.16,13.39,8.42,24.32,13.81,8.55,6.87,3.77,14.06
3,duke,28.86,122.4,93.6,69.7,-0.034,10.6,110.4,99.8,4.09,2018,1181,1181,87.54,67.15,31.54,63.00,8.73,21.88,15.73,22.58,13.81,29.31,18.65,11.96,8.12,5.50,15.08
4,cincinnati,26.6,113.4,86.8,64.5,-0.019,3.46,106.9,103.4,-4.21,2018,1153,1153,75.40,54.83,26.63,58.43,7.50,20.47,14.63,21.33,13.43,26.80,16.90,11.17,7.30,5.47,15.27
